Role,Age,Feature,Mean,CI25,CI975,Num_full_sentence,Num_of_sentence
Parent,66,Pre,4.736178,3.55,6.01,1182,5346
Parent,66,Pre_annotation,3.13422,2.2,4.15,1182,5346
Parent,66,Post,2.204833,1.44,3.05,1182,5346
Parent,66,Post_annotation,0.166683,0.0,0.42,1182,5346
Parent,66,Inter,13.198348,11.25,15.23,1182,5346
Parent,66,Inter_annotation,13.198348,11.25,15.23,1182,5346
Parent,59,Duplicate,1.29034,0.8,1.89,2011,9331
Parent,59,Duplicate_annotation,0.647167,0.3,0.99,2011,9331
Parent,59,Pre,4.423625,3.53,5.42,2011,9331
Parent,59,Pre_annotation,3.380601,2.59,4.23,2011,9331
Parent,59,Post,1.146453,0.7,1.64,2011,9331
Parent,59,Post_annotation,0.150855,0.0,0.35,2011,9331
Parent,59,Inter,10.25649,8.95,11.59,2011,9331
Parent,59,Inter_annotation,10.056145,8.75,11.39,2011,9331
Parent,35,Duplicate,1.504993,1.1,1.96,3262,13165
Parent,35,Duplicate_annotation,1.227958,0.86,1.62,3262,13165
Parent,35,Pre,4.63719,3.92,5.4,3262,13165
Parent,35,Pre_annotation,3.717073,3.07,4.38,3262,13165
Parent,35,Post,1.591076,1.16,2.02,3262,13165
Parent,35,Post_annotation,0.120693,0.03,0.25,3262,13165
Parent,35,Inter,10.734376,9.69,11.83,3262,13165
Parent,35,Inter_annotation,10.642209,9.6,11.71,3262,13165
Parent,69,Duplicate,1.045799,0.52,1.65,1149,5275
Parent,69,Duplicate_annotation,0.782382,0.35,1.31,1149,5275
Parent,69,Pre,3.8241330000000002,2.7,4.96,1149,5275
Parent,69,Pre_annotation,2.954493,2.0,4.0,1149,5275
Parent,69,Post,1.911679,1.13,2.79,1149,5275
Parent,69,Post_annotation,0.174586,0.0,0.44,1149,5275
Parent,69,Inter,10.785347,9.05,12.62,1149,5275
Parent,69,Inter_annotation,10.52323,8.79,12.36,1149,5275
Parent,47,Duplicate,1.156306,0.68,1.68,1903,8598
Parent,47,Duplicate_annotation,0.895192,0.47,1.37,1903,8598
Parent,47,Pre,4.406715,3.47,5.41,1903,8598
Parent,47,Pre_annotation,3.359951,2.52,4.26,1903,8598
Parent,47,Post,0.997237,0.58,1.47,1903,8598
Parent,47,Post_annotation,0.053179000000000004,0.0,0.16,1903,8598
Parent,47,Inter,9.666638,8.36,10.98,1903,8598
Parent,47,Inter_annotation,9.561529,8.25,10.88,1903,8598
Parent,44,Duplicate,1.212608,0.77,1.69,2479,10392
Parent,44,Duplicate_annotation,0.851795,0.52,1.21,2479,10392
Parent,44,Pre,4.523648,3.71,5.41,2479,10392
Parent,44,Pre_annotation,3.436966,2.7,4.2,2479,10392
Parent,44,Post,1.16991,0.77,1.61,2479,10392
Parent,44,Post_annotation,0.16037300000000002,0.04,0.32,2479,10392
Parent,44,Inter,13.062579,11.78,14.4,2479,10392
Parent,44,Inter_annotation,12.821152,11.54,14.2,2479,10392
Parent,64,Duplicate,2.076829,1.09,3.16,918,4076
Parent,64,Duplicate_annotation,0.76405,0.22,1.42,918,4076
Parent,64,Pre,3.282359,2.18,4.47,918,4076
Parent,64,Pre_annotation,2.079868,1.2,3.05,918,4076
Parent,64,Post,3.169007,1.96,4.47,918,4076
Parent,64,Post_annotation,0.543587,0.11,1.09,918,4076
Parent,64,Inter,11.437935,9.48,13.51,918,4076
Parent,64,Inter_annotation,11.437935,9.48,13.51,918,4076
Parent,55,Duplicate,0.94964,0.48,1.48,1684,6982
Parent,55,Duplicate_annotation,0.7123659999999999,0.36,1.13,1684,6982
Parent,55,Pre,3.67622,2.79,4.63,1684,6982
Parent,55,Pre_annotation,2.846883,2.08,3.68,1684,6982
Parent,55,Post,0.9498989999999999,0.48,1.48,1684,6982
Parent,55,Post_annotation,0.060371999999999995,0.0,0.18,1684,6982
Parent,55,Inter,9.79567,8.37,11.28,1684,6982
Parent,55,Inter_annotation,9.736494,8.31,11.22,1684,6982
Parent,29,Duplicate,1.340359,1.03,1.69,5449,23823
Parent,29,Duplicate_annotation,0.862928,0.61,1.14,5449,23823
Parent,29,Pre,4.114391,3.54,4.7,5449,23823
Parent,29,Pre_annotation,3.104752,2.64,3.6,5449,23823
Parent,29,Post,1.101534,0.83,1.39,5449,23823
Parent,29,Post_annotation,0.129147,0.04,0.24,5449,23823
Parent,29,Inter,9.910361,9.14,10.7,5449,23823
Parent,29,Inter_annotation,9.635073,8.86,10.41,5449,23823
Parent,70,Duplicate,0.644389,0.18,1.1,1088,4948
Parent,70,Duplicate_annotation,0.552283,0.18,1.01,1088,4948
Parent,70,Pre,3.398477,2.39,4.5,1088,4948
Parent,70,Pre_annotation,2.296804,1.47,3.22,1088,4948
Parent,70,Post,1.561624,0.83,2.3,1088,4948
Parent,70,Post_annotation,0.18337900000000001,0.0,0.46,1088,4948
Parent,70,Inter,10.568336,8.82,12.41,1088,4948
Parent,70,Inter_annotation,10.47734,8.73,12.32,1088,4948
Parent,26,Duplicate,0.888515,0.58,1.22,3602,15552
Parent,26,Duplicate_annotation,0.66532,0.42,0.94,3602,15552
Parent,26,Pre,3.307393,2.75,3.91,3602,15552
Parent,26,Pre_annotation,2.416319,1.92,2.94,3602,15552
Parent,26,Post,1.189831,0.86,1.55,3602,15552
Parent,26,Post_annotation,0.083009,0.0,0.19,3602,15552
Parent,26,Inter,8.392645,7.5,9.33,3602,15552
Parent,26,Inter_annotation,8.280959,7.38,9.19,3602,15552
Parent,25,Duplicate,1.197301,0.86,1.57,4084,17780
Parent,25,Duplicate_annotation,0.684978,0.44,0.95,4084,17780
Parent,25,Pre,3.327303,2.79,3.92,4084,17780
Parent,25,Pre_annotation,2.619879,2.13,3.13,4084,17780
Parent,25,Post,1.587853,1.22,1.98,4084,17780
Parent,25,Post_annotation,0.145665,0.05,0.27,4084,17780
Parent,25,Inter,8.912153,8.03,9.79,4084,17780
Parent,25,Inter_annotation,8.814232,7.96,9.7,4084,17780
Parent,61,Duplicate,1.809351,0.82,2.96,609,2786
Parent,61,Duplicate_annotation,1.1542379999999999,0.33,2.13,609,2786
Parent,61,Pre,4.76969,3.12,6.57,609,2786
Parent,61,Pre_annotation,4.110537,2.63,5.75,609,2786
Parent,61,Post,0.655121,0.16,1.31,609,2786
Parent,61,Post_annotation,0.0,0.0,0.0,609,2786
Parent,61,Inter,10.020280999999999,7.72,12.32,609,2786
Parent,61,Inter_annotation,9.855338999999999,7.55,12.15,609,2786
Parent,60,Duplicate,0.516327,0.13,1.03,778,3503
Parent,60,Duplicate_annotation,0.13061,0.0,0.39,778,3503
Parent,60,Pre,3.726123,2.44,5.14,778,3503
Parent,60,Pre_annotation,2.568852,1.54,3.73,778,3503
Parent,60,Post,1.535912,0.77,2.44,778,3503
Parent,60,Post_annotation,0.257513,0.0,0.64,778,3503
Parent,60,Inter,8.851933,6.94,10.93,778,3503
Parent,60,Inter_annotation,8.851933,6.94,10.93,778,3503
Parent,46,Duplicate,1.971223,1.38,2.61,2181,9621
Parent,46,Duplicate_annotation,1.010202,0.64,1.47,2181,9621
Parent,46,Pre,5.095348,4.17,6.1,2181,9621
Parent,46,Pre_annotation,3.993952,3.16,4.86,2181,9621
Parent,46,Post,1.420931,0.92,1.97,2181,9621
Parent,46,Post_annotation,0.322286,0.09,0.6,2181,9621
Parent,46,Inter,12.294817,10.96,13.66,2181,9621
Parent,46,Inter_annotation,12.202895,10.87,13.57,2181,9621
Parent,68,Duplicate,3.360077,2.12,4.61,803,3749
Parent,68,Duplicate_annotation,1.746957,0.87,2.74,803,3749
Parent,68,Pre,4.864448,3.36,6.35,803,3749
Parent,68,Pre_annotation,3.8621570000000003,2.62,5.23,803,3749
Parent,68,Post,2.857986,1.74,4.11,803,3749
Parent,68,Post_annotation,0.498789,0.12,1.0,803,3749
Parent,68,Inter,8.844237,6.97,10.83,803,3749
Parent,68,Inter_annotation,8.720865,6.85,10.71,803,3749
Parent,71,Duplicate,0.809587,0.16,1.62,618,3020
Parent,71,Duplicate_annotation,0.487837,0.0,1.13,618,3020
Parent,71,Pre,4.531945,2.91,6.31,618,3020
Parent,71,Pre_annotation,3.8854130000000002,2.43,5.5,618,3020
Parent,71,Post,2.909995,1.62,4.37,618,3020
Parent,71,Post_annotation,0.0,0.0,0.0,618,3020
Parent,71,Inter,9.574534,7.28,11.97,618,3020
Parent,71,Inter_annotation,8.762044,6.63,11.0,618,3020
Parent,62,Duplicate,1.5470140000000001,0.7,2.52,715,2950
Parent,62,Duplicate_annotation,0.98413,0.28,1.68,715,2950
Parent,62,Pre,5.175865,3.64,6.99,715,2950
Parent,62,Pre_annotation,4.195421,2.8,5.73,715,2950
Parent,62,Post,1.121344,0.42,2.1,715,2950
Parent,62,Post_annotation,0.280266,0.0,0.7,715,2950
Parent,62,Inter,11.633713,9.37,14.13,715,2950
Parent,62,Inter_annotation,11.073249,8.81,13.43,715,2950
Parent,65,Duplicate,1.359653,0.6,2.26,665,2866
Parent,65,Duplicate_annotation,1.059409,0.3,1.95,665,2866
Parent,65,Pre,3.914808,2.56,5.41,665,2866
Parent,65,Pre_annotation,2.863984,1.65,4.21,665,2866
Parent,65,Post,1.807882,0.9,2.86,665,2866
Parent,65,Post_annotation,0.15245999999999998,0.0,0.45,665,2866
Parent,65,Inter,11.440679,9.02,13.83,665,2866
Parent,65,Inter_annotation,11.440679,9.02,13.83,665,2866
Parent,16,Duplicate,0.9158000000000001,0.36,1.55,1096,5423
Parent,16,Duplicate_annotation,0.733741,0.27,1.28,1096,5423
Parent,16,Pre,2.462855,1.55,3.47,1096,5423
Parent,16,Pre_annotation,2.279847,1.46,3.19,1096,5423
Parent,16,Post,0.908577,0.36,1.55,1096,5423
Parent,16,Post_annotation,0.180967,0.0,0.46,1096,5423
Parent,16,Inter,3.479034,2.46,4.56,1096,5423
Parent,16,Inter_annotation,3.479034,2.46,4.56,1096,5423
Parent,5,Duplicate,0.871479,0.0,2.61,115,622
Parent,5,Duplicate_annotation,0.871479,0.0,2.61,115,622
Parent,5,Pre,1.73652,0.0,4.35,115,622
Parent,5,Pre_annotation,1.73652,0.0,4.35,115,622
Parent,5,Post,1.727211,0.0,4.35,115,622
Parent,5,Post_annotation,0.0,0.0,0.0,115,622
Parent,5,Inter,3.477732,0.87,6.96,115,622
Parent,5,Inter_annotation,3.477732,0.87,6.96,115,622
Parent,3,Duplicate,0.0,0.0,0.0,32,124
Parent,3,Duplicate_annotation,0.0,0.0,0.0,32,124
Parent,3,Pre,0.0,0.0,0.0,32,124
Parent,3,Pre_annotation,0.0,0.0,0.0,32,124
Parent,3,Post,3.128725,0.0,9.38,32,124
Parent,3,Post_annotation,0.0,0.0,0.0,32,124
Parent,3,Inter,0.0,0.0,0.0,32,124
Parent,3,Inter_annotation,0.0,0.0,0.0,32,124
