"","id","speaker_id","utterance_order","transcript_id","corpus_id","gloss","num_tokens","stem","part_of_speech","speaker_code","speaker_name","speaker_role","target_child_id","target_child_age","target_child_name","target_child_sex","type","media_end","media_start","media_unit","collection_id","collection_name","num_morphemes","language","corpus_name","can","do","n_types","type_token_ratio"
"1",1030449,2964,5,3331,36,"no Eve play bouillon cube",5,"no Eve play bouillon cube","co n:prop n n n","CHI","Eve","Target_Child",2964,20.000410686051,"Eve","female","declarative",NA,NA,NA,3,"Eng-NA",5,"eng","Brown",FALSE,FALSE,5,1
"2",1033760,2964,223,3331,36,"no a top",3,"no a top","qn det:art n","CHI","Eve","Target_Child",2964,20.000410686051,"Eve","female","declarative",NA,NA,NA,3,"Eng-NA",3,"eng","Brown",FALSE,FALSE,3,1
"3",1037091,2964,403,3331,36,"not again",2,"not again","neg adv","CHI","Eve","Target_Child",2964,20.000410686051,"Eve","female","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","Brown",FALSE,FALSE,2,1
"4",1039688,2964,534,3331,36,"ready yet not ready yet",5,"ready yet not ready yet","v adv neg v adv","CHI","Eve","Target_Child",2964,20.000410686051,"Eve","female","declarative",NA,NA,NA,3,"Eng-NA",5,"eng","Brown",FALSE,FALSE,3,0.6
"5",1510585,3259,178,4144,47,"can't find bunny rabbit",4,"can find bunny rabbit","mod v n n","CHI",NA,"Target_Child",3259,20.000410686051,NA,NA,"declarative",569.413,560.063,"s",3,"Eng-NA",5,"eng","McCune",TRUE,FALSE,4,1
"6",1510910,3259,191,4144,47,"not on this cover",4,"not on this cover","neg adv det:dem n","CHI",NA,"Target_Child",3259,20.000410686051,NA,NA,"declarative",596.846,593.603,"s",3,"Eng-NA",4,"eng","McCune",FALSE,FALSE,4,1
"7",1511181,3259,205,4144,47,"don't have shoe on",4,"do have shoe on","mod v n adv","CHI",NA,"Target_Child",3259,20.000410686051,NA,NA,"declarative",618.603,614.165,"s",3,"Eng-NA",5,"eng","McCune",FALSE,TRUE,4,1
"8",1514165,3259,338,4144,47,"have these toys no",4,"have these toy no","aux det:dem n co","CHI",NA,"Target_Child",3259,20.000410686051,NA,NA,"declarative",1004.476,1000.243,"s",3,"Eng-NA",5,"eng","McCune",FALSE,FALSE,4,1
"9",1515970,3259,414,4144,47,"don't drink that no",4,"do drink that no","mod n pro:rel co","CHI",NA,"Target_Child",3259,20.000410686051,NA,NA,"declarative",1175.405,1170.601,"s",3,"Eng-NA",5,"eng","McCune",FALSE,TRUE,4,1
"10",1516437,3259,430,4144,47,"don't want that",3,"do want that","mod v pro:dem","CHI",NA,"Target_Child",3259,20.000410686051,NA,NA,"declarative",1215.196,1212.785,"s",3,"Eng-NA",4,"eng","McCune",FALSE,TRUE,3,1
"11",1517319,3259,469,4144,47,"no thanks",2,"no thanks","co co","CHI",NA,"Target_Child",3259,20.000410686051,NA,NA,"declarative",1317.565,1315.918,"s",3,"Eng-NA",2,"eng","McCune",FALSE,FALSE,2,1
"12",1518026,3259,496,4144,47,"no thanks full",3,"no thank full","co v adj","CHI",NA,"Target_Child",3259,20.000410686051,NA,NA,"declarative",1395.973,1390.408,"s",3,"Eng-NA",4,"eng","McCune",FALSE,FALSE,3,1
"13",1518083,3259,498,4144,47,"no thanks full",3,"no thank full","co v adj","CHI",NA,"Target_Child",3259,20.000410686051,NA,NA,"declarative",1401.266,1397.156,"s",3,"Eng-NA",4,"eng","McCune",FALSE,FALSE,3,1
"14",1520468,3259,596,4144,47,"not yet baby",3,"not yet baby","neg adv n","CHI",NA,"Target_Child",3259,20.000410686051,NA,NA,"declarative",1693.555,1689.353,"s",3,"Eng-NA",3,"eng","McCune",FALSE,FALSE,3,1
"15",1520520,3259,598,4144,47,"not yet",2,"not yet","neg adv","CHI",NA,"Target_Child",3259,20.000410686051,NA,NA,"declarative",1697.413,1693.985,"s",3,"Eng-NA",2,"eng","McCune",FALSE,FALSE,2,1
"16",1520545,3259,599,4144,47,"not yet baby",3,"not yet baby","neg adv n","CHI",NA,"Target_Child",3259,20.000410686051,NA,NA,"declarative",1700.868,1697.413,"s",3,"Eng-NA",3,"eng","McCune",FALSE,FALSE,3,1
"17",2968350,4709,140,6721,65,"no xxx",2,"no","co","CHI","Betty","Target_Child",4709,20.000410686051,"Betty","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","Bates",FALSE,FALSE,2,1
"18",2970918,4731,85,6732,65,"can't",1,"can","mod","CHI","Keith","Target_Child",4731,20.000410686051,"Keith","male","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","Bates",TRUE,FALSE,1,1
"19",2970926,4731,86,6732,65,"I can't open",3,"I can open","pro:sub mod v","CHI","Keith","Target_Child",4731,20.000410686051,"Keith","male","declarative",NA,NA,NA,3,"Eng-NA",4,"eng","Bates",TRUE,FALSE,3,1
"20",2970944,4731,87,6732,65,"no I can't",3,"no I can","co pro:sub mod","CHI","Keith","Target_Child",4731,20.000410686051,"Keith","male","declarative",NA,NA,NA,3,"Eng-NA",4,"eng","Bates",TRUE,FALSE,3,1
"21",2970946,4735,66,6734,65,"I don't know",3,"I do know","pro:sub mod v","CHI","Linda","Target_Child",4735,20.000410686051,"Linda","female","imperative_emphatic",NA,NA,NA,3,"Eng-NA",4,"eng","Bates",FALSE,TRUE,3,1
"22",2971199,4735,77,6734,65,"yyy this no",3,"this no","pro:dem co","CHI","Linda","Target_Child",4735,20.000410686051,"Linda","female","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","Bates",FALSE,FALSE,3,1
"23",2971569,4744,60,6738,65,"no no no",3,"no no no","co co co","CHI","Paula","Target_Child",4744,20.000410686051,"Paula","female","declarative",NA,NA,NA,3,"Eng-NA",3,"eng","Bates",FALSE,FALSE,1,0.333333333333333
"24",2971825,4748,47,6740,65,"no see",2,"no see","co co","CHI","Ruth","Target_Child",4748,20.000410686051,"Ruth","female","imperative_emphatic",NA,NA,NA,3,"Eng-NA",2,"eng","Bates",FALSE,FALSE,2,1
"25",2972827,4748,112,6740,65,"uh no",2,"no","co","CHI","Ruth","Target_Child",4748,20.000410686051,"Ruth","female","imperative_emphatic",NA,NA,NA,3,"Eng-NA",1,"eng","Bates",FALSE,FALSE,2,1
"26",2974177,4759,85,6745,65,"no yyy",2,"no","co","CHI","Wanda","Target_Child",4759,20.000410686051,"Wanda","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","Bates",FALSE,FALSE,2,1
"27",861600,2476,243,2866,30,"no no no",3,"no no no","co co co","CHI","Andrew","Target_Child",2476,20.0332655701349,"Andrew","male","declarative",NA,NA,NA,3,"Eng-NA",3,"eng","NewEngland",FALSE,FALSE,1,0.333333333333333
"28",2124882,3658,367,5661,49,"xxx no",2,"no","co","CHI","Naima","Target_Child",3658,20.0332655701349,"Naima","female","declarative",1174.74,1169.69,"s",3,"Eng-NA",1,"eng","Providence",FALSE,FALSE,2,1
"29",2995076,4824,256,6851,66,"n no",2,"no","co","CHI","Jaylyn","Target_Child",4824,20.0332655701349,"Jaylyn","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","Tardif",FALSE,FALSE,2,1
"30",2997055,4824,350,6851,66,"n n no",3,"no","co","CHI","Jaylyn","Target_Child",4824,20.0332655701349,"Jaylyn","female","imperative_emphatic",NA,NA,NA,3,"Eng-NA",1,"eng","Tardif",FALSE,FALSE,2,0.666666666666667
"31",2997413,4824,365,6851,66,"n n no",3,"no","co","CHI","Jaylyn","Target_Child",4824,20.0332655701349,"Jaylyn","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","Tardif",FALSE,FALSE,2,0.666666666666667
"32",2998966,4824,442,6851,66,"n n n no",4,"no","co","CHI","Jaylyn","Target_Child",4824,20.0332655701349,"Jaylyn","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","Tardif",FALSE,FALSE,2,0.5
"33",2999308,4824,456,6851,66,"n n no",3,"no","co","CHI","Jaylyn","Target_Child",4824,20.0332655701349,"Jaylyn","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","Tardif",FALSE,FALSE,2,0.666666666666667
"34",2999466,4824,464,6851,66,"n n no",3,"no","co","CHI","Jaylyn","Target_Child",4824,20.0332655701349,"Jaylyn","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","Tardif",FALSE,FALSE,2,0.666666666666667
"35",2999596,4824,469,6851,66,"no no no",3,"no no no","co co co","CHI","Jaylyn","Target_Child",4824,20.0332655701349,"Jaylyn","female","declarative",NA,NA,NA,3,"Eng-NA",3,"eng","Tardif",FALSE,FALSE,1,0.333333333333333
"36",2999619,4824,470,6851,66,"no no no",3,"no no no","co co co","CHI","Jaylyn","Target_Child",4824,20.0332655701349,"Jaylyn","female","declarative",NA,NA,NA,3,"Eng-NA",3,"eng","Tardif",FALSE,FALSE,1,0.333333333333333
"37",2999662,4824,472,6851,66,"no no",2,"no no","co co","CHI","Jaylyn","Target_Child",4824,20.0332655701349,"Jaylyn","female","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","Tardif",FALSE,FALSE,1,0.5
"38",3001551,4824,559,6851,66,"no oh",2,"no oh","co co","CHI","Jaylyn","Target_Child",4824,20.0332655701349,"Jaylyn","female","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","Tardif",FALSE,FALSE,2,1
"39",2267471,3679,507,5782,49,"no horsie",2,"no horse","qn n","CHI","William","Target_Child",3679,20.0661204542188,"William","male","declarative",1114.32,1112.988,"s",3,"Eng-NA",3,"eng","Providence",FALSE,FALSE,2,1
"40",2268013,3679,532,5782,49,"no no",2,"no no","co co","CHI","William","Target_Child",3679,20.0661204542188,"William","male","declarative",1159.301,1156.665,"s",3,"Eng-NA",2,"eng","Providence",FALSE,FALSE,1,0.5
"41",2268909,3679,577,5782,49,"no no no no",4,"no no no no","co co co co","CHI","William","Target_Child",3679,20.0661204542188,"William","male","declarative",1273.845,1270.993,"s",3,"Eng-NA",4,"eng","Providence",FALSE,FALSE,1,0.25
"42",2269182,3679,592,5782,49,"xxx no more b c",5,"no more b c","co adv n:let n:let","CHI","William","Target_Child",3679,20.0661204542188,"William","male","question",1310.855,1308.46,"s",3,"Eng-NA",4,"eng","Providence",FALSE,FALSE,5,1
"43",2270695,3679,685,5782,49,"I don't want see it",5,"I do want see it","pro:sub mod v v pro:per","CHI","William","Target_Child",3679,20.0661204542188,"William","male","declarative",1651.773,1649.188,"s",3,"Eng-NA",6,"eng","Providence",FALSE,TRUE,5,1
"44",2281277,3679,1263,5782,49,"not fall yyy",3,"not fall","neg v","CHI","William","Target_Child",3679,20.0661204542188,"William","male","declarative",2825.441,2821.843,"s",3,"Eng-NA",2,"eng","Providence",FALSE,FALSE,3,1
"45",870127,2482,591,2868,30,"xxx don't touch",3,"do touch","mod v","CHI","Christina","Target_Child",2482,20.0989753383026,"Christina","female","imperative_emphatic",NA,NA,NA,3,"Eng-NA",3,"eng","NewEngland",FALSE,TRUE,3,1
"46",2020665,3643,1381,5572,49,"no yyy Papa",3,"no Papa","co n:prop","CHI","Lily","Target_Child",3643,20.0989753383026,"Lily","female","declarative",2667.905,2663.318,"s",3,"Eng-NA",2,"eng","Providence",FALSE,FALSE,3,1
"47",3313385,5005,40,7698,73,"no brush hair",3,"no brush hair","qn n n","CHI","Laura","Target_Child",5005,20.0989753383026,"Laura","female","declarative",NA,NA,NA,3,"Eng-NA",3,"eng","Braunwald",FALSE,FALSE,3,1
"48",879337,2564,227,2896,30,"no play",2,"no play","qn n","CHI","Benjamin","Target_Child",2564,20.1318302223865,"Benjamin","male","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","NewEngland",FALSE,FALSE,2,1
"49",883676,2564,444,2896,30,"no away",2,"no away","co adv","CHI","Benjamin","Target_Child",2564,20.1318302223865,"Benjamin","male","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","NewEngland",FALSE,FALSE,2,1
"50",886110,2564,547,2896,30,"no xxx",2,"no","co","CHI","Benjamin","Target_Child",2564,20.1318302223865,"Benjamin","male","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","NewEngland",FALSE,FALSE,2,1
"51",1957444,3633,972,5526,49,"do not go",3,"do not go","mod neg v","CHI","Ethan","Target_Child",3633,20.1318302223865,"Ethan","male","declarative",2881.17,2875.301,"s",3,"Eng-NA",3,"eng","Providence",FALSE,TRUE,3,1
"52",1957677,3633,984,5526,49,"do do not",3,"do do not","mod mod neg","CHI","Ethan","Target_Child",3633,20.1318302223865,"Ethan","male","declarative",2928.025,2922.053,"s",3,"Eng-NA",3,"eng","Providence",FALSE,TRUE,2,0.666666666666667
"53",1957691,3633,985,5526,49,"do not go in",4,"do not go in","mod neg v adv","CHI","Ethan","Target_Child",3633,20.1318302223865,"Ethan","male","declarative",2930.88,2928.025,"s",3,"Eng-NA",4,"eng","Providence",FALSE,TRUE,4,1
"54",1957707,3633,986,5526,49,"do not cross",3,"do not cross","mod neg adj","CHI","Ethan","Target_Child",3633,20.1318302223865,"Ethan","male","declarative",2934.826,2930.88,"s",3,"Eng-NA",3,"eng","Providence",FALSE,TRUE,3,1
"55",1957916,3633,999,5526,49,"do not go in",4,"do not go in","mod neg v adv","CHI","Ethan","Target_Child",3633,20.1318302223865,"Ethan","male","declarative",2979.49,2977.423,"s",3,"Eng-NA",4,"eng","Providence",FALSE,TRUE,4,1
"56",1957947,3633,1001,5526,49,"do not go out",4,"do not go out","mod neg v adv","CHI","Ethan","Target_Child",3633,20.1318302223865,"Ethan","male","declarative",2983.286,2981.351,"s",3,"Eng-NA",4,"eng","Providence",FALSE,TRUE,4,1
"57",1957964,3633,1002,5526,49,"do not go yyy yyy",5,"do not go","mod neg v","CHI","Ethan","Target_Child",3633,20.1318302223865,"Ethan","male","declarative",2990.433,2983.286,"s",3,"Eng-NA",3,"eng","Providence",FALSE,TRUE,4,0.8
"58",1957985,3633,1003,5526,49,"do not go",3,"do not go","mod neg v","CHI","Ethan","Target_Child",3633,20.1318302223865,"Ethan","male","declarative",2997.146,2990.433,"s",3,"Eng-NA",3,"eng","Providence",FALSE,TRUE,3,1
"59",1958008,3633,1005,5526,49,"do not go",3,"do not go","mod neg v","CHI","Ethan","Target_Child",3633,20.1318302223865,"Ethan","male","declarative",3008.795,3004.118,"s",3,"Eng-NA",3,"eng","Providence",FALSE,TRUE,3,1
"60",2895778,4589,205,6641,63,"I can't do that",4,"I can do that","pro:sub mod v pro:dem","CHI","Tow","Target_Child",4589,20.1318302223865,"Tow","female","declarative",NA,NA,NA,3,"Eng-NA",5,"eng","Post",TRUE,TRUE,4,1
"61",2906844,4589,782,6641,63,"can't get it",3,"can get it","mod v pro:per","CHI","Tow","Target_Child",4589,20.1318302223865,"Tow","female","declarative",NA,NA,NA,3,"Eng-NA",4,"eng","Post",TRUE,FALSE,3,1
"62",2909765,4589,938,6641,63,"can't get it",3,"can get it","mod v pro:per","CHI","Tow","Target_Child",4589,20.1318302223865,"Tow","female","declarative",NA,NA,NA,3,"Eng-NA",4,"eng","Post",TRUE,FALSE,3,1
"63",2915254,4589,1230,6641,63,"eh don't eat cows",4,"do eat cow","mod v n","CHI","Tow","Target_Child",4589,20.1318302223865,"Tow","female","declarative",NA,NA,NA,3,"Eng-NA",5,"eng","Post",FALSE,TRUE,4,1
"64",3313107,5005,7,7700,73,"no ride horsie",3,"no ride horse","qn n n","CHI","Laura","Target_Child",5005,20.1646851064704,"Laura","female","declarative",NA,NA,NA,3,"Eng-NA",4,"eng","Braunwald",FALSE,FALSE,3,1
"65",3313118,5005,8,7700,73,"Mommie no mail",3,"Mommie no mail","n:prop qn n","CHI","Laura","Target_Child",5005,20.1646851064704,"Laura","female","declarative",NA,NA,NA,3,"Eng-NA",3,"eng","Braunwald",FALSE,FALSE,3,1
"66",9938869,14994,399,25582,201,"no no",2,"no no","co co","CHI","Iris","Target_Child",14994,20.1646851064704,"Iris","female","declarative",NA,NA,NA,13,"Eng-UK",2,"eng","Wells",FALSE,FALSE,1,0.5
"67",9938884,14994,400,25582,201,"no no",2,"no no","co co","CHI","Iris","Target_Child",14994,20.1646851064704,"Iris","female","declarative",NA,NA,NA,13,"Eng-UK",2,"eng","Wells",FALSE,FALSE,1,0.5
"68",9941802,14994,575,25582,201,"no no",2,"no no","co co","CHI","Iris","Target_Child",14994,20.1646851064704,"Iris","female","declarative",NA,NA,NA,13,"Eng-UK",2,"eng","Wells",FALSE,FALSE,1,0.5
"69",9942362,14994,610,25582,201,"don't",1,"do","mod","CHI","Iris","Target_Child",14994,20.1646851064704,"Iris","female","declarative",NA,NA,NA,13,"Eng-UK",2,"eng","Wells",FALSE,TRUE,1,1
"70",9942370,14994,611,25582,201,"don't",1,"do","mod","CHI","Iris","Target_Child",14994,20.1646851064704,"Iris","female","declarative",NA,NA,NA,13,"Eng-UK",2,"eng","Wells",FALSE,TRUE,1,1
"71",2990678,4822,77,6850,66,"nah no",2,"nah no","co co","CHI","Malik","Target_Child",4822,20.1975399905542,"Malik","male","imperative_emphatic",NA,NA,NA,3,"Eng-NA",2,"eng","Tardif",FALSE,FALSE,2,1
"72",2991265,4822,102,6850,66,"no ah",2,"no","co","CHI","Malik","Target_Child",4822,20.1975399905542,"Malik","male","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","Tardif",FALSE,FALSE,2,1
"73",2996746,4822,355,6850,66,"no no no",3,"no no no","co qn co","CHI","Malik","Target_Child",4822,20.1975399905542,"Malik","male","declarative",NA,NA,NA,3,"Eng-NA",3,"eng","Tardif",FALSE,FALSE,1,0.333333333333333
"74",3313223,5005,10,7701,73,"no Nanny_Muckey nini",3,"no Nanny_Mickey nini","co n:prop chi","CHI","Laura","Target_Child",5005,20.1975399905542,"Laura","female","declarative",NA,NA,NA,3,"Eng-NA",3,"eng","Braunwald",FALSE,FALSE,3,1
"75",2994233,4802,284,6839,66,"nah no",2,"nah no","co co","CHI","Lindsey","Target_Child",4802,20.2303948746381,"Lindsey","female","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","Tardif",FALSE,FALSE,2,1
"76",2994990,4802,318,6839,66,"no nah",2,"no nah","co co","CHI","Lindsey","Target_Child",4802,20.2303948746381,"Lindsey","female","imperative_emphatic",NA,NA,NA,3,"Eng-NA",2,"eng","Tardif",FALSE,FALSE,2,1
"77",2999056,4802,472,6839,66,"no more up no yet no yet",7,"no more up no yet no yet","co adv adv co adv qn adv","CHI","Lindsey","Target_Child",4802,20.2303948746381,"Lindsey","female","declarative",NA,NA,NA,3,"Eng-NA",7,"eng","Tardif",FALSE,FALSE,4,0.571428571428571
"78",3002751,4802,608,6839,66,"uh no",2,"no","co","CHI","Lindsey","Target_Child",4802,20.2303948746381,"Lindsey","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","Tardif",FALSE,FALSE,2,1
"79",3003684,4802,643,6839,66,"uh no",2,"no","co","CHI","Lindsey","Target_Child",4802,20.2303948746381,"Lindsey","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","Tardif",FALSE,FALSE,2,1
"80",3381712,5042,315,8404,76,"no more",2,"no more","qn pro:indef","CHI","Eric","Target_Child",5042,20.2303948746381,"Eric","male","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","Bloom70",FALSE,FALSE,2,1
"81",3385742,5042,601,8404,76,"no no",2,"no no","co co","CHI","Eric","Target_Child",5042,20.2303948746381,"Eric","male","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","Bloom70",FALSE,FALSE,1,0.5
"82",3392826,5042,1058,8404,76,"no more",2,"no more","qn pro:indef","CHI","Eric","Target_Child",5042,20.2303948746381,"Eric","male","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","Bloom70",FALSE,FALSE,2,1
"83",3405780,5042,1732,8404,76,"no no",2,"no no","co co","CHI","Eric","Target_Child",5042,20.2303948746381,"Eric","male","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","Bloom70",FALSE,FALSE,1,0.5
"84",3405958,5042,1743,8404,76,"no yyy",2,"no","co","CHI","Eric","Target_Child",5042,20.2303948746381,"Eric","male","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","Bloom70",FALSE,FALSE,2,1
"85",4019224,5912,242,10671,85,"no no",2,"no","co","CHI","Zic","Target_Child",5912,20.2303948746381,"Zic",NA,"imperative_emphatic",NA,NA,NA,4,"Clinical-MOR",1,"eng","Feldman",FALSE,FALSE,1,0.5
"86",4019482,5912,252,10671,85,"no no no no no no",6,"no","co","CHI","Zic","Target_Child",5912,20.2303948746381,"Zic",NA,"imperative_emphatic",NA,NA,NA,4,"Clinical-MOR",1,"eng","Feldman",FALSE,FALSE,1,0.166666666666667
"87",4021520,5912,356,10671,85,"no no no",3,"no","co","CHI","Zic","Target_Child",5912,20.2303948746381,"Zic",NA,"declarative",NA,NA,NA,4,"Clinical-MOR",1,"eng","Feldman",FALSE,FALSE,1,0.333333333333333
"88",2119198,3658,35,5662,49,"no pentagon in there",4,"no pentagon in there","qn n prep adv","CHI","Naima","Target_Child",3658,20.2632497587219,"Naima","female","declarative",105.343,102.681,"s",3,"Eng-NA",4,"eng","Providence",FALSE,FALSE,4,1
"89",2119214,3658,36,5662,49,"yyy no pentagon",3,"no pentagon","qn n","CHI","Naima","Target_Child",3658,20.2632497587219,"Naima","female","declarative",110.421,105.343,"s",3,"Eng-NA",2,"eng","Providence",FALSE,FALSE,3,1
"90",2125773,3658,374,5662,49,"not there",2,"not there","neg adv","CHI","Naima","Target_Child",3658,20.2632497587219,"Naima","female","declarative",1027.543,1023.131,"s",3,"Eng-NA",2,"eng","Providence",FALSE,FALSE,2,1
"91",2128717,3658,505,5662,49,"not there",2,"not there","neg adv","CHI","Naima","Target_Child",3658,20.2632497587219,"Naima","female","declarative",1372.975,1370.393,"s",3,"Eng-NA",2,"eng","Providence",FALSE,FALSE,2,1
"92",2131662,3658,663,5662,49,"not for little girls",4,"not for little girl","neg prep adj n","CHI","Naima","Target_Child",3658,20.2632497587219,"Naima","female","declarative",1779.63,1777.455,"s",3,"Eng-NA",5,"eng","Providence",FALSE,FALSE,4,1
"93",2131847,3658,672,5662,49,"yyy yeah no",3,"yeah no","co co","CHI","Naima","Target_Child",3658,20.2632497587219,"Naima","female","declarative",1802.553,1800.28,"s",3,"Eng-NA",2,"eng","Providence",FALSE,FALSE,3,1
"94",2132070,3658,682,5662,49,"no no",2,"no no","co co","CHI","Naima","Target_Child",3658,20.2632497587219,"Naima","female","declarative",1817.898,1815.63,"s",3,"Eng-NA",2,"eng","Providence",FALSE,FALSE,1,0.5
"95",2132181,3658,686,5662,49,"yeah no no no",4,"yeah no no no","co qn qn co","CHI","Naima","Target_Child",3658,20.2632497587219,"Naima","female","declarative",1829.413,1825.555,"s",3,"Eng-NA",4,"eng","Providence",FALSE,FALSE,2,0.5
"96",2133391,3658,750,5662,49,"xxx yyy no xxx yyy take that off",8,"no take that off","co v pro:dem adv","CHI","Naima","Target_Child",3658,20.2632497587219,"Naima","female","declarative",1980.986,1976.946,"s",3,"Eng-NA",4,"eng","Providence",FALSE,FALSE,6,0.75
"97",2139466,3658,1069,5662,49,"no xxx",2,"no","co","CHI","Naima","Target_Child",3658,20.2632497587219,"Naima","female","declarative",3028.478,3026.193,"s",3,"Eng-NA",1,"eng","Providence",FALSE,FALSE,2,1
"98",2140154,3658,1109,5662,49,"xxx no xxx get it out",6,"no get it out","co v pro:per adv","CHI","Naima","Target_Child",3658,20.2632497587219,"Naima","female","declarative",3145.283,3140.426,"s",3,"Eng-NA",4,"eng","Providence",FALSE,FALSE,5,0.833333333333333
"99",2140779,3658,1144,5662,49,"no wheat doinkaboink",3,"no wheat doinkaboink","co n on","CHI","Naima","Target_Child",3658,20.2632497587219,"Naima","female","declarative",3277.46,3272.59,"s",3,"Eng-NA",3,"eng","Providence",FALSE,FALSE,3,1
"100",2142404,3658,1261,5662,49,"no xxx",2,"no","co","CHI","Naima","Target_Child",3658,20.2632497587219,"Naima","female","declarative",3711.96,3709.816,"s",3,"Eng-NA",1,"eng","Providence",FALSE,FALSE,2,1
"101",868855,2530,16,2885,30,"I don't wanna",3,"I do wanna","pro:sub mod mod:aux","CHI","Joanna","Target_Child",2530,20.3618144109735,"Joanna","female","declarative",NA,NA,NA,3,"Eng-NA",4,"eng","NewEngland",FALSE,TRUE,3,1
"102",870947,2530,116,2885,30,"I don't wanna",3,"I do wanna","pro:sub mod mod:aux","CHI","Joanna","Target_Child",2530,20.3618144109735,"Joanna","female","declarative",NA,NA,NA,3,"Eng-NA",4,"eng","NewEngland",FALSE,TRUE,3,1
"103",872131,2530,175,2885,30,"I don't wanna",3,"I do wanna","pro:sub mod mod:aux","CHI","Joanna","Target_Child",2530,20.3618144109735,"Joanna","female","declarative",NA,NA,NA,3,"Eng-NA",4,"eng","NewEngland",FALSE,TRUE,3,1
"104",874874,2530,315,2885,30,"I don't want to",4,"I do want to","pro:sub mod v prep","CHI","Joanna","Target_Child",2530,20.3618144109735,"Joanna","female","declarative",NA,NA,NA,3,"Eng-NA",5,"eng","NewEngland",FALSE,TRUE,4,1
"105",875293,2530,340,2885,30,"I don't want to",4,"I do want to","pro:sub mod v prep","CHI","Joanna","Target_Child",2530,20.3618144109735,"Joanna","female","declarative",NA,NA,NA,3,"Eng-NA",5,"eng","NewEngland",FALSE,TRUE,4,1
"106",1868999,3617,771,5462,49,"yyy no",2,"no","co","CHI","Alex","Target_Child",3617,20.3618144109735,"Alex","male","declarative",2597.416,2595.168,"s",3,"Eng-NA",1,"eng","Providence",FALSE,FALSE,2,1
"107",2991354,4828,89,6853,66,"no no no no",4,"no no no no","co co co co","CHI","Melissa","Target_Child",4828,20.3618144109735,"Melissa","female","declarative",NA,NA,NA,3,"Eng-NA",4,"eng","Tardif",FALSE,FALSE,1,0.25
"108",2992417,4828,134,6853,66,"I don't wanna stay",4,"I do wanna stay","pro:sub mod mod:aux cop","CHI","Melissa","Target_Child",4828,20.3618144109735,"Melissa","female","declarative",NA,NA,NA,3,"Eng-NA",5,"eng","Tardif",FALSE,TRUE,4,1
"109",2992692,4828,146,6853,66,"oh no",2,"oh no","co co","CHI","Melissa","Target_Child",4828,20.3618144109735,"Melissa","female","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","Tardif",FALSE,FALSE,2,1
"110",2993503,4828,187,6853,66,"no no no",3,"no no no","co co co","CHI","Melissa","Target_Child",4828,20.3618144109735,"Melissa","female","declarative",NA,NA,NA,3,"Eng-NA",3,"eng","Tardif",FALSE,FALSE,1,0.333333333333333
"111",2993550,4828,189,6853,66,"no no no",3,"no no no","co co co","CHI","Melissa","Target_Child",4828,20.3618144109735,"Melissa","female","declarative",NA,NA,NA,3,"Eng-NA",3,"eng","Tardif",FALSE,FALSE,1,0.333333333333333
"112",2995579,4828,274,6853,66,"no bouncing",2,"no bounce","co part","CHI","Melissa","Target_Child",4828,20.3618144109735,"Melissa","female","declarative",NA,NA,NA,3,"Eng-NA",3,"eng","Tardif",FALSE,FALSE,2,1
"113",3001322,4828,531,6853,66,"there's no more time",4,"there no more time","pro:exist qn qn n","CHI","Melissa","Target_Child",4828,20.3618144109735,"Melissa","female","declarative",NA,NA,NA,3,"Eng-NA",5,"eng","Tardif",FALSE,FALSE,4,1
"114",3313440,5005,8,7705,73,"no sit chair",3,"no sit chair","co v n","CHI","Laura","Target_Child",5005,20.3618144109735,"Laura","female","declarative",NA,NA,NA,3,"Eng-NA",3,"eng","Braunwald",FALSE,FALSE,3,1
"115",3313511,5005,11,7705,73,"no eat lunch",3,"no eat lunch","co v n","CHI","Laura","Target_Child",5005,20.3618144109735,"Laura","female","declarative",NA,NA,NA,3,"Eng-NA",3,"eng","Braunwald",FALSE,FALSE,3,1
