Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
perception	existence	buddy	no	_	_	_	_	Mother	no buddy no water today no water today	67
perception	existence	water	no	_	_	_	_	Mother	no buddy no water today no water today	67
perception	existence	water	no	_	_	_	_	Mother	no buddy no water today no water today	67
perception	possession	do	not	_	_	_	_	Target_Child	it will n't taste good if you did n't have any	67
perception	existence	taste	no	_	_	_	_	Mother	no taste funny huh	67
perception	existence	chair	not	_	_	_	_	Mother	not that your chair	30
perception	existence	cookie	no	_	_	_	_	Mother	you do n't want no cookie then	30
perception	existence	you	not	_	_	_	_	Mother	you 're thirsty ai n't ya	30
perception	existence	Anne_in_the_box	not	_	_	_	_	Target_Child	not Anne_in_the_box	30
perception	existence	Anne_in_the_box	not	_	_	_	_	Mother	not Anne_in_the_box	30
perception	possession	do	not	_	_	_	_	Mother	we do n't have boiled eggs	30
perception	existence	you	not	_	_	_	_	Mother	you were doing the teapot one were n't you	30
perception	existence	Clever_Cat	not	_	_	_	_	Target_Child	not Clever_Cat	30
perception	existence	Clever_Cat	not	_	_	_	_	Mother	not Clever_Cat	30
perception	existence	pen	not	_	_	_	_	Mother	great big pen is n't it	30
perception	existence	train	not	_	_	_	_	Mother	good train though is n't it	30
perception	existence	it	not	_	_	_	_	Target_Child	not it	30
perception	existence	bit	not	_	_	_	_	Target_Child	not a top bit	30
perception	existence	it	not	_	_	_	_	Mother	bit too far to fall is n't it	30
perception	existence	fuss	no	_	_	_	_	Mother	no more fuss	30
perception	existence	fuss	no	_	_	_	_	Mother	no more fuss	30
perception	possession	do	not	_	_	_	_	Mother	she does n't have a big bunkbed does she	30
perception	existence	it	not	_	_	_	_	Mother	it was tied up with the ribbon was n't it	30
perception	existence	Rachel	no	_	_	_	_	Mother	no no not at table nothing Rachel	26
perception	existence	Fraser	no	_	_	_	_	Mother	no Fraser no	24
perception	existence	what	no	_	_	_	_	Mother	no what	24
perception	existence	juice	no	_	_	_	_	Target_Child	oh no juice	24
perception	existence	milk	no	_	_	_	_	Mother	we have n't got a darling we 've got no milk	24
perception	existence	more	no	_	_	_	_	Mother	no more	24
perception	possession	do	not	_	_	_	_	Mother	if you wan na go on the bouncy castle you do n't have shoes Fraser	24
perception	existence	it	not	_	_	_	_	Mother	and the sun 's shining is n't it	24
perception	existence	problem	no	_	_	_	_	Mother	no problem	24
perception	existence	problem	no	_	_	_	_	Target_Child	no problem	24
perception	existence	problem	no	_	_	_	_	Mother	no problem	24
perception	existence	he	not	_	_	_	_	Mother	he 's banging the nails down is n't he	24
perception	existence	it	not	_	_	_	_	Mother	is it not the Giant	24
perception	existence	compute	no	_	_	_	_	Mother	no computer	18
perception	existence	Sammy	no	_	_	_	_	Mother	no for Sammy	18
perception	existence	Tommy_tomato	not	_	_	_	_	Target_Child	not Tommy_tomato	29
perception	existence	trolley	not	_	_	_	_	Mother	not trolley shopping	29
perception	possession	can	not	_	_	_	_	Mother	you ca n't have a little trolley when you 're buying Daddy'spresents	29
perception	existence	it	not	_	_	_	_	Mother	showing your nose like a is n't it	24
perception	possession	have	no	_	_	_	_	Target_Child	oh no have happen	24
perception	existence	door	no	_	_	_	_	Target_Child	no a door	24
perception	existence	lot	not	_	_	_	_	Mother	lots of rain last night was n't there	24
perception	existence	rain	no	_	_	_	_	Target_Child	no of rain	24
perception	existence	that	no	_	_	_	_	Target_Child	no that	24
perception	possession	do	not	_	_	_	_	Mother	yeah but it does n't have any leaves anymore because in the Winter	24
perception	existence	these	no	_	_	_	_	Mother	no these are for Jwww	24
perception	existence	red	no	_	_	_	_	Target_Child	no red	24
perception	existence	you	not	_	_	_	_	Mother	are you not coming with me	24
perception	existence	more	no	_	_	_	_	Target_Child	no more	24
perception	existence	it	not	_	_	_	_	Mother	I think it 's gon na rain again now is n't it	24
perception	existence	this	no	_	_	_	_	Mother	no this is yucky	24
perception	possession	do	not	_	_	_	_	Target_Child	no I do n't have a back he has a back	34
perception	possession	do	not	_	_	_	_	Mother	you forgot to tell Ryan you do n't have a driver's license	34
perception	existence	turn	not	_	_	_	_	Target_Child	not your turn	34
perception	existence	hope	not	_	_	_	_	Mother	I hope not do n't be mean	34
perception	existence	it	not	_	_	_	_	Target_Child	yeah he 's gon na he it not candy	34
perception	existence	I	not	_	_	_	_	Target_Child	I not a guy	34
perception	existence	ball	no	_	_	_	_	Mother	no ball	14
perception	existence	ball	no	_	_	_	_	Mother	no ball	14
perception	possession	can	not	_	_	_	_	Target_Child	you ca n't have it yet	31
perception	possession	she	not	_	_	_	_	Mother	is she not having chips dipped in it	31
perception	possession	do	not	_	_	_	_	Target_Child	you did n't have a drink	31
perception	existence	he	not	_	_	_	_	Mother	he 's all muddled up in that sock is n't he	31
perception	existence	toy	not	_	_	_	_	Mother	her toys is n't it	31
perception	existence	one	not	_	_	_	_	Mother	not these ones	31
perception	existence	Daddy	not	_	_	_	_	Mother	Daddy piggy's very pink is n't he	31
perception	existence	elephant	not	_	_	_	_	Mother	elephant and teddy is n't it	31
perception	existence	it	not	_	_	_	_	Mother	I think that 's the kitten there is n't it	31
perception	existence	lot	not	_	_	_	_	Mother	well a little bit I guess but not a whole lot	69
perception	existence	circle	not	_	_	_	_	Target_Child	not the best circle	69
perception	existence	hair	no	_	_	_	_	Target_Child	no hair wash	23
perception	existence	danger	no	_	_	_	_	Target_Child	There is no more danger to a town then we shall start	54
perception	existence	danger	no	_	_	_	_	Target_Child	There is no more danger to a town then we shall start	54
perception	existence	lady	no	_	_	_	_	Target_Child	no that lady	36
perception	existence	I	not	_	_	_	_	Target_Child	I not sitting on it	36
perception	possession	can	not	_	_	_	_	Mother	oh you ca n't have lost a piece already	36
perception	possession	do	not	_	_	_	_	Target_Child	Daddy did n't have and pasghetti and sausages did he	36
perception	existence	Fraser	not	_	_	_	_	Mother	yeah that one's Fraser is n't it	36
perception	existence	food	no	_	_	_	_	Mother	there 's no food in there	36
perception	existence	book	not	_	_	_	_	Mother	no not the noisy book	36
perception	existence	these	no	_	_	_	_	Target_Child	no these are all the	36
perception	existence	those	no	_	_	_	_	Mother	no those are the goodies	36
perception	existence	that	no	_	_	_	_	Mother	no that 's a boy	36
perception	existence	I	no	_	_	_	_	Target_Child	no I just	36
perception	existence	I	no	_	_	_	_	Target_Child	no I	36
perception	existence	bear	no	_	_	_	_	Target_Child	no a bear	36
perception	existence	elephant	not	_	_	_	_	Target_Child	he not elephant	36
perception	existence	he	not	_	_	_	_	Target_Child	why 's he not dancing	36
perception	existence	bear	not	_	_	_	_	Target_Child	maybe the bear not nice	36
perception	existence	he	not	_	_	_	_	Target_Child	why he not scared	36
perception	existence	nothing	no	_	_	_	_	Target_Child	no nothing in	36
perception	existence	piece	no	_	_	_	_	Target_Child	that has got no pieces in has it	36
perception	existence	piece	no	_	_	_	_	Target_Child	there no pieces missing see	36
perception	existence	piece	no	_	_	_	_	Target_Child	no pieces	36
perception	existence	piece	no	_	_	_	_	Target_Child	look there no pieces	36
perception	existence	those	no	_	_	_	_	Father	no they 're all asleep those are n't they	36
perception	possession	will	not	_	_	_	_	Father	then you wo n't haf ta wipe it	36
perception	existence	medicine	no	_	_	_	_	Target_Child	no my medicine	36
perception	existence	I	no	_	_	_	_	Target_Child	no I	36
perception	existence	I	not	_	_	_	_	Target_Child	but I not going to try	36
perception	possession	can	not	_	_	_	_	Father	you ca n't have this one with a spoon	36
perception	possession	do	not	_	_	_	_	Father	because if you do n't have this you 'll haf ta go to hospital soon Fraser because you 'll be	36
perception	existence	all	not	_	_	_	_	Target_Child	not all of them	36
perception	existence	all	not	_	_	_	_	Father	not all of them	36
perception	existence	you	not	_	_	_	_	Father	you not going to do that	36
perception	existence	you	not	_	_	_	_	Father	you not going to do it	36
perception	existence	those	not	_	_	_	_	Target_Child	put those not this away	36
perception	existence	he	not	_	_	_	_	Mother	whose being christened and he 's with his brother is n't he	38
perception	existence	it	not	_	_	_	_	Mother	I think it is is n't it	38
perception	possession	do	not	_	_	_	_	Mother	you do n't haf ta hold it but look I 'm just showing you that little white tail	38
perception	possession	can	not	_	_	_	_	Mother	no you ca n't have spaghetti Bolognese again	38
perception	existence	bowl	no	_	_	_	_	Mother	no the bowl is for me it 's not for you	38
perception	existence	it	not	_	_	_	_	Mother	and if we go through the park which is beautiful is n't it	38
perception	existence	sausage	not	_	_	_	_	Mother	not sausages	38
perception	existence	it	not	_	_	_	_	Mother	she sent them out to play whilst she made I think it was hot buttered toast was n't it	38
perception	existence	Mrs_Plattford	not	_	_	_	_	Mother	not a happy Mrs_Plattford	38
perception	existence	you	not	_	_	_	_	Mother	you not talking	38
perception	existence	hole	not	_	_	_	_	Mother	a big hole in the middle is n't it	38
perception	existence	jam	not	_	_	_	_	Target_Child	not that jam	38
perception	existence	one	no	_	_	_	_	Mother	no one is going to like a little boy that says I want are they	38
perception	possession	will	not	_	_	_	_	Mother	that would be quite useful and then we would n't haf ta cut the grass would we	38
perception	existence	everybody	not	_	_	_	_	Mother	not everybody can just go in the morning	38
perception	possession	can	not	_	_	_	_	Target_Child	I ca n't have it	38
perception	existence	way	no	_	_	_	_	Target_Child	no no way	38
perception	existence	way	no	_	_	_	_	Target_Child	no no way	38
perception	possession	be	not	_	_	_	_	Mother	you 're not having a bag of crisps because it 's breakfast and even if it 's was n't breakfast you 're not having any because you 've just said	38
perception	possession	be	not	_	_	_	_	Mother	you 're not having a bag of crisps because it 's breakfast and even if it 's was n't breakfast you 're not having any because you 've just said	38
perception	possession	be	not	_	_	_	_	Mother	Thomas you 're not very poorly and you 're not having a sweet	38
perception	possession	be	not	_	_	_	_	Mother	you do n't need cheering up so you 're not having a sweetie	38
perception	existence	Awww	no	_	_	_	_	Mother	no Awww	24
perception	existence	foot	not	_	_	_	_	Mother	not feet	24
perception	existence	Bob	not	_	_	_	_	Mother	Bob not feeling very well	24
perception	existence	bear	no	_	_	_	_	Target_Child	no but bear	24
perception	possession	do	not	_	_	_	_	Target_Child	okay you do n't haf ta eat it now	38
perception	possession	do	not	_	_	_	_	Mother	he just did n't have time to make me one	38
perception	existence	light	no	_	_	_	_	Target_Child	oh no light on here	33
perception	existence	course	not	_	_	_	_	Target_Child	course not that in my	33
perception	existence	shirt	not	_	_	_	_	Target_Child	not my shirt	33
perception	possession	do	not	_	_	_	_	Target_Child	mama I do n't have spoon	33
perception	existence	Maggie	not	_	_	_	_	Target_Child	Maggie not big	33
perception	existence	she	not	_	_	_	_	Target_Child	yes she not big	33
perception	existence	this	not	_	_	_	_	Target_Child	not this way	33
perception	existence	this	no	_	_	_	_	Mother	no not that way this way	33
perception	existence	this	not	_	_	_	_	Target_Child	not this way	33
perception	existence	Timmy	not	_	_	_	_	Target_Child	not Timmy	33
perception	existence	what	no	_	_	_	_	Mother	no what	33
perception	existence	book	no	_	_	_	_	Target_Child	no big book	33
perception	existence	Lassie	no	_	_	_	_	Target_Child	no Lassie	33
perception	possession	do	not	_	_	_	_	Mother	he do n't have a car	33
perception	existence	pinch	no	_	_	_	_	Target_Child	no pinch me	33
perception	possession	do	not	_	_	_	_	Mother	you do n't have one	33
perception	existence	piece	no	_	_	_	_	Mother	no not big pieces little pieces	33
perception	possession	do	not	_	_	_	_	Target_Child	and anyway see that 's does n't have lines but I mean there 's a door right there	65
perception	possession	do	not	_	_	_	_	Target_Child	and he does n't have these like his father	65
perception	possession	do	not	_	_	_	_	Mother	see she does n't have any tusks	65
perception	possession	do	not	_	_	_	_	Target_Child	because they do n't have any tusks to make them into jewelry	65
perception	possession	do	not	_	_	_	_	Target_Child	and that one does n't have it so they do n't wan na turn that one to jewelry	65
perception	possession	do	not	_	_	_	_	Target_Child	and these ones do n't have these	65
perception	existence	Benjamin	no	_	_	_	_	Mother	no Benjamin	38
perception	existence	sympathy	no	_	_	_	_	Mother	no sympathy Benjamin	38
perception	existence	it	no	_	_	_	_	Target_Child	no like it	38
perception	possession	do	not	_	_	_	_	Mother	dragons do n't have beaks do they	38
perception	existence	beak	not	_	_	_	_	Mother	not beaks	38
perception	possession	should	not	_	_	_	_	Mother	there 's been a little boy up here that should n't have been	38
perception	possession	should	not	_	_	_	_	Mother	that little boy should n't have been up there I thought	38
perception	existence	turn	no	_	_	_	_	Mother	no turn it til it goes	20
perception	existence	quetzal	no	_	_	_	_	Mother	no more quetzal quetzal is a bird	18
perception	existence	quetzal	no	_	_	_	_	Mother	no more quetzal quetzal is a bird	18
perception	possession	do	not	_	_	_	_	Mother	I 'm like you do n't haf ta listen to her	18
perception	possession	be	not	_	_	_	_	Mother	yeah we 're not having cookies now honey	18
perception	existence	yellow	no	_	_	_	_	Target_Child	no yellow	25
perception	existence	this	no	_	_	_	_	Target_Child	no this one	25
perception	existence	hospital	no	_	_	_	_	Target_Child	yes no hospital hospital	25
perception	existence	child	no	_	_	_	_	Mother	no children allowed	39
perception	existence	you	no	_	_	_	_	Target_Child	no you did n't	39
perception	existence	you	no	_	_	_	_	Target_Child	no you did n't	39
perception	possession	do	not	_	_	_	_	Mother	each time we go canoeing I 'll tell the man that I do n't have a paddle and that I 'd like to rent one	39
perception	existence	cracker	no	_	_	_	_	Mother	there is no cracker Laura	17
perception	existence	ketchup	no	_	_	_	_	Father	no more ketchup	22
perception	existence	ketchup	no	_	_	_	_	Father	no more ketchup	22
